route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
177,0000000412024090920250627,0003231162024090920250627,Pergine V. Intermodale,1,SHAPE00391
181,0000000052024090920250627,0003215952024090920250627,Trento. Autostazione,1,SHAPE00509
80,0000000022024090920250627,0003203252024090920250627,Trento. Autostazione,1,SHAPE00165
364,0000000072024090920250627,0003242082024090920250627,Cles. Autostazione,1,SHAPE01242
157,0000000022024090920250627,0003210522024090920250627,Tione. Autostazione,1,SHAPE00847
526,0000000502024090920250627,0003222472024090920250627,Luserna,0,SHAPE00755
155,0000000062024090920250627,0003205782024090920250627,Fiave',0,SHAPE03414
3,0000000072024090920250627,0003195242024090920250627,Cavalese. Autostazione,0,SHAPE00452
638,0000000022024090920250627,0003260722024090920250627,Cavalese. Autostazione,0,SHAPE00167
332,0000000092024090920250627,0003244542024090920250627,Male',1,SHAPE00194
703,0000000022024090920250627,0003252642024090920250627,Lavis,1,SHAPE03407
233,0000000022024090920250627,0003219162024090920250627,Besagno,1,SHAPE00213
640,0000000022024090920250627,0003234532024090920250627,Pergine V. Intermodale,1,SHAPE00411
84,0000000062024090920250627,0003226042024090920250627,Regnana,0,SHAPE00072
345,0000000822024090920250627,0003249322024090920250627,Mezzocorona-Staz.Fs,0,SHAPE00373
175,0000000052024090920250627,0003207812024090920250627,Vigo Cavedine,1,SHAPE00536
175,0000000062024090920250627,0003203332024090920250627,Drena,0,SHAPE00716
186,0000000042024090920250627,0003218202024090920250627,Centa,0,SHAPE00295
332,0000004512024090920250627,0003244772024090920250627,Vermiglio. Nord,0,SHAPE01415
520,0000000022024090920250627,0003229382024090920250627,Borgo Valsugana-C.Intermodale,0,SHAPE02214
336,0000000052024090920250627,0003249492024090920250627,Peio,0,SHAPE00275
703,0000000062024090920250627,0003242612024090920250627,Nave San Rocco,1,SHAPE01097
110,0000000042024090920250627,0003216672024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
102,0000000072024090920250627,0003236482024090920250627,Feltre. Staz. Fs,0,SHAPE01569
420,0000000022024091020250627,0003262562024091020250627,Riva Del G. Autostazione,0,SHAPE00205
354,0000000092024090920250627,0003243952024090920250627,Cles. Autostazione,1,SHAPE01632
395,0000000052024090920250627,0003248142024090920250627,Mezzolombardo,1,SHAPE01588
157,0000000022024090920250627,0003210452024090920250627,Vestone,0,SHAPE00453
235,0000000062024090920250627,0003219632024090920250627,Valle S. Felice,1,SHAPE00314
110,0000000072024090920250627,0003225492024090920250627,Trento. Autostazione,1,SHAPE01140
200,0000004512024090920250627,0003214382024090920250627,Rovereto. Via Manzoni,1,SHAPE00789
67,0000000022024090920250627,0003191972024090920250627,Cavalese. Autostazione,1,SHAPE02394
636,0000000072024090920250627,0003206492024090920250627,Tione. Autostazione,1,SHAPE00406
345,0000006232024121820250316,0003247112024121820250316,Molveno,0,SHAPE01217
345,0000000062024090920250627,0003251712024090920250627,S.Michele. Ist. Agrario,1,SHAPE01626
345,0000000052024090920250627,0003248832024090920250627,S.Michele,1,SHAPE01268
177,0000000052024090920250627,0003227392024090920250627,Roveda. Bivio,1,SHAPE01871
503,0000000052024090920250627,0003216762024090920250627,Trento. Autostazione,0,SHAPE02287
153,0000000072024090920250627,0003201212024090920250627,Ponte Arche Autostazione,0,SHAPE00570
526,0000000022024090920250627,0003222252024090920250627,Vigolo Vattaro,0,SHAPE01102
375,0000000062024090920250627,0003246522024090920250627,Fondo. Via Garibaldi,1,SHAPE02845
175,0000000062024090920250627,0003206162024090920250627,Vezzano. Piazza,1,SHAPE01739
157,0000000022024090920250627,0003208392024090920250627,Baitoni,0,SHAPE00021
161,0000000052024090920250627,0003207972024090920250627,Ponte Arche Autostazione,1,SHAPE01811
378,0000000822024090920250627,0003242142024090920250627,Cis,0,SHAPE00060
336,0000000072024090920250627,0003244402024090920250627,Peio,0,SHAPE00052
636,0000000022024090920250627,0003212572024090920250627,Carisolo,0,SHAPE02435
520,0000000022024090920250627,0003229142024090920250627,Trento. Autostazione,1,SHAPE00730
494,0000000072024090920250627,0003232532024090920250627,Brusago,0,SHAPE01431
153,0000000052024090920250627,0003205852024090920250627,Ponte Arche Autostazione,0,SHAPE00139
551,0000000042024090920250627,0003235202024090920250627,Serso. Centrale Idroelettrica,0,SHAPE00395
352,0000000022024090920250627,0003253052024090920250627,Male' Ferrovia,0,
507,0000000072024090920250627,0003222332024090920250627,Rovereto. Via Paoli,0,SHAPE00938
138,0000000022024090920250627,0003227652024090920250627,Faida,0,SHAPE00208
110,0000005902024090920250627,0003216142024090920250627,Trento. Autostazione,1,SHAPE00065
177,0000000052024090920250627,0003231662024090920250627,Hacleri,0,SHAPE00058
695,0000000022024120120250627,0003264332024120120250627,Trento. Staz. Fs,1,
134,0000000072024090920250627,0003205462024090920250627,Riva Del G. Viale Martiri,0,SHAPE00162
636,0000000072024090920250627,0003212692024090920250627,Tione. Autostazione,1,SHAPE00460
332,0000006782024090920250627,0003244892024090920250627,Passo Tonale,0,SHAPE02118
220,0000000052024090920250627,0003214482024090920250627,Rovereto. Via Manzoni,1,SHAPE03452
177,0000000022024090920250627,0003229482024090920250627,Pergine V. Intermodale,1,SHAPE00391
155,0000000052024090920250627,0003261482024090920250627,Bivedo,0,SHAPE01330
364,0000000052024090920250627,0003241912024090920250627,Cles. Autostazione,1,SHAPE00607
175,0000000052024101420250627,0003264572024101420250627,Trento. Autostazione,1,SHAPE01875
231,0000000062024090920250627,0003224822024090920250627,Castione,1,SHAPE02770
324,0000000022024090920250627,0003245142024090920250627,Male',1,SHAPE00067
134,0000000022024090920250627,0003205372024090920250627,Riva Del G.Autostazione,0,SHAPE00149
123,0000000072024090920250627,0003236922024090920250627,Arten,1,SHAPE00417
134,0000000072024090920250627,0003212392024090920250627,Trento. Autostazione,1,SHAPE00259
203,0000000062024090920250627,0003223142024090920250627,Rovereto. Via Manzoni,1,SHAPE00545
120,0000000022024102120250627,0003265132024102120250627,Scancio di Segonzano-Snack Bar,1,SHAPE01154
98,0000000022024090920250627,0003230242024090920250627,Martincelli,0,SHAPE00931
1,0000000072024090920250627,0003193742024090920250627,Penia. Str. Pian Trevisan,0,SHAPE00758
324,0000000062024090920250627,0003250292024090920250627,Somrabbi,0,SHAPE00047
80,0000000322024090920250627,0003204042024090920250627,M. Terlago. Htl 2 Laghi,0,SHAPE00179
1,0000004512024090920250627,0003192722024090920250627,Cavalese. Autostazione,1,SHAPE00319
55,0000000012024090920250627,0003197032024090920250627,Penia Alta,0,SHAPE00520
717,0000000012024093020241130,0003263322024093020241130,Bassano Del Grappa,0,SHAPE00747
640,0000000022024090920250627,0003234572024090920250627,Pergine V. Intermodale,1,SHAPE00411
638,0000000072024090920250627,0003260952024090920250627,Cavalese. Autostazione,0,SHAPE00167
231,0000000042024090920250627,0003213882024090920250627,Saccone,0,SHAPE01435
157,0000000072024090920250627,0003210672024090920250627,Baitoni,0,SHAPE00021
638,0000000012024090920250627,0003260652024090920250627,Ora-Staz. Fs,1,SHAPE00063
401,0000000052024090920250627,0003248062024090920250627,Mollaro. Staz.Ftm,1,SHAPE01572
157,0000000022024090920250627,0003208422024090920250627,Baitoni,0,SHAPE00021
134,0000000062024090920250627,0003208082024090920250627,Pietramurata,0,SHAPE00618
691,0000000022024093020241130,0003263402024093020241130,Primolano. Staz. Fs,0,
520,0000000022024090920250627,0003232462024090920250627,Levico Terme Autostazione,1,SHAPE02365
366,0000005902024090920250627,0003246222024090920250627,Trento. Autostazione,1,SHAPE00377
366,0000000092024102120250627,0003264822024102120250627,Cles. Autostazione,0,SHAPE00154
494,0000000052024090920250627,0003230542024090920250627,Montesover,0,SHAPE01993
177,0000000302024090920250627,0003231122024090920250627,Hacleri,0,SHAPE00058
522,0000004512024090920250627,0003235212024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00238
76,0000000022024090920250627,0003203212024090920250627,Viote,0,SHAPE00186
526,0000000052024090920250627,0003222432024090920250627,Pergine V. Intermodale,1,SHAPE02727
691,0000000072024120120250627,0003264412024120120250627,Trento. Staz. Fs,1,
3,0000000072024090920250627,0003195062024090920250627,Trento. Autostazione,1,SHAPE00035
717,0000000072024093020241130,0003263942024093020241130,Trento. Staz. Fs,1,SHAPE00059
332,0000000042024090920250627,0003246402024090920250627,Mezzana. Staz Ftm,1,SHAPE01201
198,0000000092024090920250627,0003214532024090920250627,Folgaria. Via Battisti,0,SHAPE00320
231,0000006552024090920250627,0003223372024090920250627,Castione,1,SHAPE03393
634,0000000072024090920250627,0003217592024090920250627,Rovereto. Via Paoli,1,SHAPE00034
368,0000000052024090920250627,0003243732024090920250627,Dermulo,1,SHAPE01044
134,0000000052024090920250627,0003207852024090920250627,Sarche. Centro Comm.,1,SHAPE01341
186,0000000072024090920250627,0003224372024090920250627,Trento. Autostazione,1,SHAPE00005
102,0000000012024090920250627,0003236722024090920250627,S.Martino di Castrozza,1,SHAPE00612
194,0000000052024090920250627,0003221102024090920250627,Pomarolo,1,SHAPE01035
375,0000000022024090920250627,0003241612024090920250627,Fondo. Via Garibaldi,1,SHAPE00765
717,0000000022024093020241130,0003263912024093020241130,Primolano. Staz. Fs,1,SHAPE00438
357,0000000062024090920250627,0003248792024090920250627,Lanza di Rumo,0,SHAPE01013
188,0000000062024090920250627,0003229532024090920250627,Pergine V. Intermodale,1,SHAPE00679
231,0000000052024090920250627,0003219742024090920250627,Brentonico,0,SHAPE00671
562,0000000062024090920250627,0003233352024090920250627,Pergine V. Intermodale,1,SHAPE00083
503,0000004512024090920250627,0003216482024090920250627,Masi D'avio,0,SHAPE02532
364,0000000052024090920250627,0003242102024090920250627,Cles. Autostazione,1,SHAPE03268
233,0000000062024090920250627,0003218672024090920250627,Brentonico,1,SHAPE00045
1,0000000012024090920250627,0003195612024090920250627,Cavalese. Autostazione,1,SHAPE00812
420,0000000012024091020250627,0003262522024091020250627,Riva Del G. Autostazione,0,SHAPE00205
717,0000000022024093020241130,0003263842024093020241130,Primolano. Staz. Fs,1,SHAPE00438
562,0000000052024090920250627,0003230812024090920250627,S.Vito di Pergine,0,SHAPE01182
397,0000000052024090920250627,0003243912024090920250627,Tassullo,1,SHAPE03236
134,0000000022024090920250627,0003205492024090920250627,Riva Del G.Autostazione,0,SHAPE00149
90,0000000052024090920250627,0003230892024090920250627,Levico Terme Autostazione,1,SHAPE00280
3,0000000072024090920250627,0003196442024090920250627,Trento. Autostazione,1,SHAPE00035
151,0000000042024090920250627,0003194342024090920250627,Trento. Autostazione,1,SHAPE00704
549,0000000042024090920250627,0003232242024090920250627,Pergine V. Intermodale,1,SHAPE00048
130,0000000022024090920250627,0003191742024090920250627,Predazzo. Autostazione,1,SHAPE01826
368,0000000062024090920250627,0003252292024090920250627,Sfruz,0,SHAPE00008
177,0000000052024090920250627,0003229462024090920250627,Pergine V. Intermodale,1,SHAPE00994
423,0000000012024090920250627,0003255172024090920250627,Riva Del G. Autostazione,0,SHAPE00421
71,0000000042024090920250627,0003206042024090920250627,Tione. Autostazione,0,SHAPE02294
375,0000000052024090920250627,0003244982024090920250627,Cavareno,1,SHAPE02610
215,0000000052024090920250627,0003220582024090920250627,Raossi,1,SHAPE01575
132,0000000412024090920250627,0003233052024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00284
352,0000000022024090920250627,0003252872024090920250627,Trento Ftm,1,
554,0000000042024102120250627,0003264612024102120250627,Pergine V. Intermodale,1,SHAPE00442
231,0000000022024090920250627,0003213742024090920250627,Saccone,0,SHAPE01435
634,0000000042024090920250627,0003222212024090920250627,Riva Del G.Autostazione,1,SHAPE00265
332,0000000072024090920250627,0003246562024090920250627,Fucine,1,SHAPE02230
86,0000000062024090920250627,0003226822024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00286
332,0000000022024090920250627,0003244442024090920250627,Vermiglio. Nord,0,SHAPE00473
71,0000000022024090920250627,0003203082024090920250627,Tione. Autostazione,0,SHAPE00401
634,0000004512024090920250627,0003222202024090920250627,Riva Del G.Autostazione,1,SHAPE00265
640,0000000042024090920250627,0003234422024090920250627,Zivignago. Paese,0,SHAPE00309
695,0000000022024120120250627,0003263782024120120250627,Bassano Del Grappa. Staz. Fs,0,
562,0000000052024090920250627,0003235242024090920250627,Canale Via Delle Stonfe,0,SHAPE02567
352,0000000022024090920250627,0003253012024090920250627,Male' Ferrovia,0,
636,0000000022024090920250627,0003206512024090920250627,Tione. Autostazione,1,SHAPE00406
717,0000000022024090920250627,0003231622024090920250627,Trento. Staz. Fs,1,SHAPE01620
220,0000000062024090920250627,0003223472024090920250627,Mori-Sc.Medie,1,SHAPE02292
634,0000000022024090920250627,0003220062024090920250627,Riva Del G.Autostazione,1,SHAPE00357
96,0000000062024090920250627,0003225982024090920250627,Svaldi,0,SHAPE03063
375,0000000022024090920250627,0003241482024090920250627,Cles. Autostazione,1,SHAPE00322
67,0000000062024090920250627,0003196682024090920250627,Cavalese. Autostazione,0,SHAPE00841
3,0000000092024090920250627,0003196532024090920250627,Trento. Autostazione,1,SHAPE00035
368,0000000822024090920250627,0003249832024090920250627,Sfruz,0,SHAPE00202
638,0000000072024090920250627,0003260842024090920250627,Ora-Staz. Fs,1,SHAPE00063
155,0000000062024090920250627,0003206282024090920250627,Bivedo,0,SHAPE01330
184,0000000042024090920250627,0003227042024090920250627,Torcegno,0,SHAPE00630
76,0000000072024090920250627,0003206942024090920250627,Trento. Autostazione,1,SHAPE00656
691,0000000072024093020241130,0003263472024093020241130,Primolano. Staz. Fs,0,
352,0000000022024090920250627,0003252802024090920250627,Mezzana. Ftm,0,
618,0000000042024090920250627,0003239312024090920250627,Caoria,1,SHAPE01705
181,0000005902024102120250627,0003265172024102120250627,Aldeno,0,SHAPE00057
368,0000000092024090920250627,0003243612024090920250627,Cles. Autostazione,1,SHAPE03080
198,0000000092024090920250627,0003221022024090920250627,Zoreri-Soldati,0,SHAPE00043
196,0000000062024090920250627,0003213572024090920250627,Folgaria. P.Le N.Unite,1,SHAPE03271
695,0000000022024120120250627,0003264162024120120250627,Trento. Staz. Fs,1,
522,0000000062024090920250627,0003233532024090920250627,Castello Tesino,0,SHAPE03481
71,0000000022024090920250627,0003202782024090920250627,Ponte Arche Autostazione,1,SHAPE00033
153,0000000022024102920250627,0003265402024102920250627,Riva Del G.Autostazione,1,SHAPE01130
640,0000004512024090920250627,0003234412024090920250627,Zivignago. Paese,0,SHAPE00309
157,0000000072024090920250627,0003204432024090920250627,Vestone,0,SHAPE03011
71,0000004512024090920250627,0003207492024090920250627,Trento. Autostazione,1,SHAPE00080
309,0000000502024090920250627,0003232892024090920250627,Falesina,0,SHAPE01679
1,0000000012024090920250627,0003193122024090920250627,Trento. Autostazione,1,SHAPE00458
401,0000000052024090920250627,0003248022024090920250627,Mollaro. Staz.Ftm,1,SHAPE03204
194,0000004512024090920250627,0003219332024090920250627,Nomi,1,SHAPE02371
117,0000000062024090920250627,0003196512024090920250627,Varena,0,SHAPE01567
86,0000000412024090920250627,0003226622024090920250627,Olle,0,SHAPE00039
494,0000000072024090920250627,0003232422024090920250627,Montesover,0,SHAPE03003
417,0000000062024090920250627,0003255902024090920250627,Nago,1,SHAPE00808
693,0000000022024090920250627,0003259342024090920250627,Trento. Staz. Fs,1,
110,0000000052024090920250627,0003220092024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
76,0000000022024090920250627,0003203092024090920250627,Trento. Autostazione,1,SHAPE00656
110,0000000022024090920250627,0003217422024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
397,0000000822024102120250627,0003264862024102120250627,Portolo,0,SHAPE01334
175,0000000022024090920250627,0003204552024090920250627,Vigo Cavedine,0,SHAPE01597
120,0000000022024090920250627,0003194212024090920250627,Cavalese. Autostazione,0,SHAPE01720
71,0000000072024090920250627,0003209392024090920250627,Tione. Autostazione,0,SHAPE00587
364,0000000022024090920250627,0003242072024090920250627,Fondo. Via Garibaldi,0,SHAPE00001
503,0000000072024090920250627,0003225782024090920250627,Avio-Carabinieri,0,SHAPE02332
618,0000000042024090920250627,0003239272024090920250627,Luxottica-Agordo,0,SHAPE03379
235,0000000062024090920250627,0003219702024090920250627,Valle S. Felice,1,SHAPE00314
640,0000004512024090920250627,0003234382024090920250627,Via S.Pietro 82-Villa Rosa,0,SHAPE00207
120,0000005902024090920250627,0003193802024090920250627,Trento. Autostazione,1,SHAPE02233
231,0000005902024122420250214,0003221652024122420250214,Polsa,0,SHAPE02556
336,0000000042024090920250627,0003246442024090920250627,Fucine,1,SHAPE00018
177,0000000092024090920250627,0003227512024090920250627,Pergine V. Intermodale,1,SHAPE01772
181,0000000052024090920250627,0003221212024090920250627,Aldeno,0,SHAPE01724
352,0000000022024090920250627,0003253342024090920250627,Mezzolombardo Ferrovia,0,
636,0000000072024090920250627,0003212462024090920250627,Campo Carlo Magno,0,SHAPE00334
200,0000000022024090920250627,0003214322024090920250627,Rovereto. Via Paoli,1,SHAPE02017
364,0000000072024090920250627,0003241772024090920250627,Fondo. Via Garibaldi,0,SHAPE00001
368,0000000042024090920250627,0003243482024090920250627,Credai,0,SHAPE00551
138,0000000052024090920250627,0003235322024090920250627,Baselga. Municipio,1,SHAPE00804
215,0000000092024090920250627,0003215032024090920250627,Piano di Vallarsa,0,SHAPE02970
397,0000000092024090920250627,0003243752024090920250627,Cles. Autostazione,1,SHAPE00725
366,0000000092024102120250627,0003264982024102120250627,Cles. Autostazione,0,SHAPE00154
3,0000000022024090920250627,0003195362024090920250627,Capriana,0,SHAPE03513
366,0000000052024090920250627,0003242832024090920250627,Mezzolombardo,1,SHAPE01743
134,0000005902024090920250627,0003204792024090920250627,Trento. Autostazione,1,SHAPE00087
520,0000000022024090920250627,0003252762024090920250627,Trento. Staz. Fs,1,SHAPE02977
420,0000000022024091020250627,0003262572024091020250627,Riva Del G. Autostazione,0,SHAPE00205
316,0000006512024090920250627,0003191702024090920250627,Moena Albergo Trentino,1,SHAPE00735
713,0000000092024102120250627,0003264912024102120250627,Cles. Autostazione,1,SHAPE00056
636,0000000042024090920250627,0003212492024090920250627,Campo Carlo Magno,0,SHAPE00053
110,0000000072024090920250627,0003219122024090920250627,Trento. Autostazione,1,SHAPE01140
177,0000006512024090920250627,0003231172024090920250627,Pergine V. Intermodale,1,SHAPE00391
155,0000000022024090920250627,0003202262024090920250627,Ponte Arche Autostazione,1,SHAPE02352
110,0000000022024090920250627,0003217362024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
179,0000000062024090920250627,0003231942024090920250627,Viarago,0,SHAPE01215
175,0000000062024090920250627,0003210192024090920250627,Vigo Cavedine,0,SHAPE00201
503,0000000822024090920250627,0003216252024090920250627,Sabbionara-P.Za Conciliazione,0,SHAPE02476
562,0000000062024090920250627,0003230872024090920250627,S.Vito di Pergine,0,SHAPE01306
196,0000000022024090920250627,0003213702024090920250627,Rovereto. Staz. Fs,1,SHAPE00924
520,0000004512024090920250627,0003228392024090920250627,Castello Tesino,0,SHAPE00836
194,0000000022024090920250627,0003215692024090920250627,Aldeno,0,SHAPE02420
634,0000004512024090920250627,0003217932024090920250627,Rovereto. Via Paoli,1,SHAPE01004
171,0000000822024090920250627,0003208762024090920250627,Riva Del G.Autostazione,1,SHAPE00012
71,0000000072024090920250627,0003206822024090920250627,Campo Carlo Magno,0,SHAPE01062
67,0000000022024090920250627,0003192042024090920250627,Cavalese. Autostazione,1,SHAPE01363
220,0000000062024090920250627,0003214422024090920250627,Rovereto. Via Manzoni,1,SHAPE01796
375,0000000072024090920250627,0003241462024090920250627,Cles. Autostazione,1,SHAPE00539
640,0000000042024090920250627,0003234462024090920250627,Pergine V. Intermodale,1,SHAPE00189
520,0000004512024090920250627,0003229212024090920250627,Trento. Autostazione,1,SHAPE02920
717,0000000022024093020241130,0003263272024093020241130,Bassano Del Grappa,0,SHAPE00747
134,0000000092024090920250627,0003205512024090920250627,Riva Del G.Autostazione,0,SHAPE00530
494,0000000042024090920250627,0003228152024090920250627,Trento. Autostazione,1,SHAPE01052
717,0000000072024093020241130,0003263992024093020241130,Trento. Staz. Fs,1,SHAPE00059
80,0000000022024090920250627,0003203472024090920250627,M. Terlago. Htl 2 Laghi,0,SHAPE00179
375,0000000062024090920250627,0003242382024090920250627,Revò,1,SHAPE03186
717,0000000022024093020241130,0003263232024093020241130,Bassano Del Grappa,0,SHAPE00747
138,0000000062024090920250627,0003230672024090920250627,Montagnaga,1,SHAPE01468
695,0000000022024093020241130,0003263372024093020241130,Primolano. Staz. Fs,0,
354,0000000022024090920250627,0003244032024090920250627,Cles. Autostazione,1,SHAPE01632
1,0000000012024090920250627,0003195462024090920250627,Cavalese. Autostazione,1,SHAPE00812
326,0000006202024120820250316,0003245462024120820250316,Male',1,SHAPE00456
366,0000000052024090920250627,0003242962024090920250627,Cles. Autostazione,0,SHAPE00842
345,0000004512024090920250627,0003247092024090920250627,Molveno,0,SHAPE00032
717,0000000022024093020241130,0003263282024093020241130,Bassano Del Grappa,0,SHAPE00747
155,0000000062024090920250627,0003206302024090920250627,Ponte Arche Autostazione,1,SHAPE02145
7,0000000022024090920250627,0003191802024090920250627,Casatta Valfloriana,1,SHAPE01256
717,0000000022024093020241130,0003263332024093020241130,Bassano Del Grappa,0,SHAPE00747
345,0000000072024090920250627,0003240842024090920250627,Molveno,0,SHAPE00340
638,0000004512024090920250627,0003260802024090920250627,Ora-Staz. Fs,1,SHAPE00063
503,0000000092024090920250627,0003216962024090920250627,Avio-Carabinieri,0,SHAPE00901
636,0000000042024090920250627,0003206992024090920250627,Campo Carlo Magno,0,SHAPE00053
326,0000000052024090920250627,0003245802024090920250627,Male',1,SHAPE00237
352,0000000022024090920250627,0003252942024090920250627,Trento Ftm,1,
691,0000000022024093020241130,0003264122024093020241130,Trento. Staz. Fs,1,
717,0000000022024093020241130,0003263892024093020241130,Primolano. Staz. Fs,1,SHAPE00438
375,0000000022024090920250627,0003241112024090920250627,Dermulo,1,SHAPE02943
159,0000000092024090920250627,0003201022024090920250627,Ponte Arche Autostazione,1,SHAPE01428
352,0000000072024090920250627,0003253172024090920250627,Trento Ftm,1,
503,0000000022024090920250627,0003220982024090920250627,Rovereto. Via Paoli,0,SHAPE00374
169,0000000052024090920250627,0003226442024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01279
366,0000000072024090920250627,0003243132024090920250627,Cles. Autostazione,0,SHAPE00443
522,0000000022024090920250627,0003231892024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00238
177,0000000022024090920250627,0003227552024090920250627,Roveda. Bivio,1,SHAPE00242
375,0000000072024090920250627,0003241502024090920250627,Passo Mendola,0,SHAPE00108
71,0000000022024090920250627,0003206792024090920250627,Campo Carlo Magno,0,SHAPE02115
345,0000004512024090920250627,0003241042024090920250627,Molveno,0,SHAPE00340
717,0000000022024093020241130,0003264022024093020241130,Primolano. Staz. Fs,1,SHAPE00438
520,0000000022024090920250627,0003228492024090920250627,Borgo V. Valli,0,SHAPE00788
71,0000000042024090920250627,0003209712024090920250627,Trento. Autostazione,1,SHAPE01019
110,0000000012024090920250627,0003217462024090920250627,Bolognano,0,SHAPE00675
520,0000000042024090920250627,0003233942024090920250627,Trento. Autostazione,1,SHAPE00183
634,0000004512024090920250627,0003220782024090920250627,Bolognano,0,SHAPE00354
136,0000005902024090920250627,0003192192024090920250627,Cavalese. Autostazione,0,SHAPE00166
120,0000000052024090920250627,0003194252024090920250627,S.Stefano,0,SHAPE02070
364,0000000022024090920250627,0003242032024090920250627,Fondo. Via Garibaldi,0,SHAPE00001
345,0000000062024090920250627,0003248842024090920250627,Andalo,0,SHAPE01913
332,0000000042024090920250627,0003244392024090920250627,Vermiglio. Nord,0,SHAPE00293
175,0000000022024090920250627,0003204342024090920250627,Trento. Autostazione,1,SHAPE00600
693,0000000022024090920250627,0003259522024090920250627,Trento. Staz. Fs,1,
3,0000000042024090920250627,0003195082024090920250627,Trento. Autostazione,1,SHAPE00035
157,0000004512024090920250627,0003210752024090920250627,Baitoni,0,SHAPE00021
672,0000000092024090920250627,0003209802024090920250627,Riva Del G.Autostazione,1,SHAPE02874
198,0000000052024090920250627,0003218592024090920250627,Folgaria. P.Le N.Unite,0,SHAPE02438
636,0000000072024090920250627,0003212892024090920250627,Campo Carlo Magno,0,SHAPE00053
556,0000000052024090920250627,0003233742024090920250627,Pergine V. Intermodale,1,SHAPE03530
638,0000000022024090920250627,0003260552024090920250627,Cavalese. Autostazione,0,SHAPE00167
134,0000000022024090920250627,0003205432024090920250627,Riva Del G.Autostazione,0,SHAPE00149
352,0000000022024090920250627,0003253302024090920250627,Trento Ftm,1,
181,0000000052024090920250627,0003221842024090920250627,Cimone. Bivio Pietra,1,SHAPE00345
503,0000005902024090920250627,0003214362024090920250627,Pilcante,0,SHAPE00257
138,0000000022024090920250627,0003230682024090920250627,Baselga. Municipio,1,SHAPE00809
336,0000000072024090920250627,0003244922024090920250627,Peio,0,SHAPE00963
332,0000000052024090920250627,0003249502024090920250627,Vermiglio. Nord,0,SHAPE01415
366,0000000092024090920250627,0003242842024090920250627,Mezzolombardo,1,SHAPE02982
687,0000006272024090920250627,0003210172024090920250627,Ranzo,1,SHAPE01996
3,0000000822024090920250627,0003198662024090920250627,Cavalese. Autostazione,0,SHAPE02603
366,0000000022024090920250627,0003243072024090920250627,Cles. Autostazione,0,SHAPE01178
352,0000000022024090920250627,0003252722024090920250627,Male' Ferrovia,0,
420,0000000012024091020250627,0003262532024091020250627,Riva Del G. Autostazione,0,SHAPE00205
324,0000000052024090920250627,0003245212024090920250627,Male',1,SHAPE02288
634,0000000052024090920250627,0003217452024090920250627,Riva Del G.Autostazione,1,SHAPE01342
375,0000000062024090920250627,0003241202024090920250627,Cles. Piazza Fiera,1,SHAPE00225
161,0000000062024090920250627,0003202222024090920250627,S.Lorenzo-Chiesa,0,SHAPE00338
520,0000000072024090920250627,0003231902024090920250627,Trento. Autostazione,1,SHAPE00404
326,0000006202024120820250316,0003245372024120820250316,M.Campiglio.Pietra Gr.,0,SHAPE00041
169,0000000822024090920250627,0003226282024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01930
494,0000000042024090920250627,0003228072024090920250627,Pergine V. Intermodale,1,SHAPE02333
86,0000000022024090920250627,0003233892024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00286
92,0000000062024090920250627,0003225922024090920250627,S. Mauro,0,SHAPE03487
352,0000000022024090920250627,0003252902024090920250627,Mezzana. Ftm,0,
507,0000000092024090920250627,0003218752024090920250627,Avio. Via M.Baldo,0,SHAPE01255
326,0000000092024090920250627,0003245382024090920250627,Male',1,SHAPE02225
194,0000000092024090920250627,0003221092024090920250627,Pomarolo,1,SHAPE01035
220,0000000092024090920250627,0003214462024090920250627,Rovereto. Via Manzoni,1,SHAPE02157
375,0000000072024090920250627,0003241422024090920250627,Fondo. Via Garibaldi,0,SHAPE01115
60,0000000042024090920250627,0003196622024090920250627,Palu' di Giovo,0,SHAPE00111
352,0000000072024090920250627,0003253132024090920250627,Trento Ftm,1,
161,0000000042024090920250627,0003202252024090920250627,S.Lorenzo-Chiesa,0,SHAPE00338
562,0000000022024090920250627,0003234252024090920250627,Pergine V. Intermodale,1,SHAPE01576
102,0000000072024090920250627,0003238482024090920250627,S.Martino di C.-Im.Col Verde,1,SHAPE00720
203,0000005552024090920250627,0003222782024090920250627,Raossi,0,SHAPE00432
80,0000000022024090920250627,0003203432024090920250627,Trento. Autostazione,1,SHAPE02763
494,0000004512024090920250627,0003230632024090920250627,Brusago,0,SHAPE01303
67,0000000022024090920250627,0003191932024090920250627,V.Veronza. Htl Veronza,0,SHAPE02751
366,0000000042024090920250627,0003242922024090920250627,Cles. Autostazione,0,SHAPE00154
332,0000000022024090920250627,0003246702024090920250627,Male',1,SHAPE02542
