route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
134,0000000022024090920250627,0003205402024090920250627,Riva Del G.Autostazione,0,SHAPE00149
366,0000000022024090920250627,0003242852024090920250627,Cles. Autostazione,0,SHAPE00154
636,0000000022024090920250627,0003212542024090920250627,Campo Carlo Magno,0,SHAPE00334
71,0000000072024090920250627,0003209272024090920250627,Tione. Autostazione,0,SHAPE00587
233,0000000062024090920250627,0003224852024090920250627,Saccone,0,SHAPE01524
1,0000000072024090920250627,0003193022024090920250627,Trento. Autostazione,1,SHAPE01956
717,0000000012024093020241130,0003263242024093020241130,Bassano Del Grappa,0,SHAPE00747
69,0000000052024090920250627,0003232372024090920250627,Montesover,0,SHAPE03292
352,0000000022024090920250627,0003252732024090920250627,Trento Ftm,1,
138,0000000822024090920250627,0003235392024090920250627,Fiorè,0,SHAPE01692
638,0000000072024090920250627,0003260662024090920250627,Cavalese. Autostazione,0,SHAPE00167
366,0000000072024090920250627,0003242932024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00010
110,0000000072024090920250627,0003216822024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
336,0000000072024090920250627,0003246712024090920250627,Male',1,SHAPE02025
717,0000000012024093020241130,0003263342024093020241130,Bassano Del Grappa,0,SHAPE00747
401,0000000062024090920250627,0003248962024090920250627,Taio. Plesso Scolastico,1,SHAPE01762
507,0000000052024090920250627,0003220972024090920250627,Ala. Staz. Fs.,0,SHAPE00266
316,0000000022024122320250316,0003191712024122320250316,Moena Albergo Trentino,1,SHAPE00735
580,0000000042024090920250627,0003225262024090920250627,Ala. Staz. Fs.,1,SHAPE01250
717,0000000022024093020241130,0003263852024093020241130,Primolano. Staz. Fs,1,SHAPE00438
184,0000000042024090920250627,0003227182024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00020
717,0000000022024093020241130,0003263302024093020241130,Bassano Del Grappa,0,SHAPE00747
638,0000000022024090920250627,0003260702024090920250627,Ora-Staz. Fs,1,SHAPE00063
215,0000000062024090920250627,0003215332024090920250627,Pian Delle Fugazze,0,SHAPE01390
352,0000000022024090920250627,0003252912024090920250627,Trento Ftm,1,
640,0000000022024090920250627,0003234512024090920250627,Pergine V. Intermodale,1,SHAPE00189
116,0000000062024090920250627,0003238552024090920250627,Berni,0,SHAPE02813
1,0000000022024090920250627,0003196372024090920250627,Trento. Autostazione,1,SHAPE03520
155,0000000022024090920250627,0003202382024090920250627,Bivedo,0,SHAPE02730
159,0000000052024090920250627,0003200992024090920250627,Ponte Arche Autostazione,1,SHAPE02562
503,0000000042024090920250627,0003218792024090920250627,Avio. Via M.Baldo,0,SHAPE02531
102,0000000022024090920250627,0003236662024090920250627,Arten,1,SHAPE02578
116,0000000072024090920250627,0003238492024090920250627,Fiera di Primiero,1,SHAPE00958
203,0000005552024090920250627,0003222792024090920250627,Albaredo,1,SHAPE02709
520,0000000042024090920250627,0003228402024090920250627,Pergine V. Intermodale,0,SHAPE01327
90,0000006512024090920250627,0003227442024090920250627,Levico Terme Autostazione,1,SHAPE00899
332,0000006212024120820250316,0003246392024120820250316,Male',1,SHAPE01160
375,0000000022024090920250627,0003241512024090920250627,Passo Mendola,0,SHAPE00108
375,0000000062024090920250627,0003248942024090920250627,Fondo. Via Garibaldi,0,SHAPE00006
231,0000000052024090920250627,0003219602024090920250627,Brentonico,1,SHAPE00155
161,0000000052024090920250627,0003205872024090920250627,Ponte Arche Autostazione,1,SHAPE01372
134,0000000022024090920250627,0003206352024090920250627,Riva Del G. Viale Martiri,0,SHAPE00162
336,0000000052024090920250627,0003249512024090920250627,Fucine,0,SHAPE00220
80,0000000062024090920250627,0003203272024090920250627,Trento. Autostazione,1,SHAPE01462
345,0000000022024090920250627,0003240812024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00900
157,0000000402024090920250627,0003210502024090920250627,Tione. Autostazione,1,SHAPE01042
157,0000000052024090920250627,0003204272024090920250627,Baitoni,0,SHAPE01568
345,0000006212024120820250316,0003241022024120820250316,Mezzocorona-Staz.Fs,1,SHAPE00336
693,0000000022024090920250627,0003259462024090920250627,Borgo Valsugana-C.Intermodale,0,
520,0000000092024090920250627,0003228972024090920250627,Borgo V. Valli,0,SHAPE02125
155,0000000022024090920250627,0003207832024090920250627,Ponte Arche Autostazione,1,SHAPE02352
134,0000000012024101820250627,0003264692024101820250627,Trento. Autostazione,1,SHAPE00259
177,0000000062024090920250627,0003231312024090920250627,Hacleri,0,SHAPE00058
203,0000000022024090920250627,0003215432024090920250627,Rovereto. Via Manzoni,1,SHAPE00545
336,0000000022024090920250627,0003244752024090920250627,Fucine,1,SHAPE00018
181,0000000072024090920250627,0003215782024090920250627,Trento. Autostazione,1,SHAPE00289
60,0000000092024090920250627,0003196472024090920250627,Verla,1,SHAPE00103
368,0000006462024090920250627,0003243462024090920250627,Credai,0,SHAPE00551
71,0000000022024090920250627,0003207402024090920250627,Trento. Autostazione,1,SHAPE00080
196,0000000322024090920250627,0003213602024090920250627,Rovereto. Staz. Fs,1,SHAPE02685
703,0000000062024090920250627,0003242632024090920250627,Mezzolombardo. Sc. Media,0,SHAPE01925
366,0000000052024090920250627,0003243392024090920250627,Sporminore,1,SHAPE02595
378,0000000822024090920250627,0003242162024090920250627,Cles. Autostazione,1,SHAPE00311
231,0000000022024090920250627,0003214112024090920250627,Rovereto. Via Manzoni,1,SHAPE02279
640,0000004512024090920250627,0003234332024090920250627,Pergine V. Intermodale,1,SHAPE00189
354,0000000092024090920250627,0003243972024090920250627,Mechel,0,SHAPE00031
108,0000000072024090920250627,0003237392024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00518
134,0000000042024090920250627,0003207562024090920250627,Riva Del G.Autostazione,0,SHAPE00530
693,0000000022024090920250627,0003260002024090920250627,Levico Terme. Staz. Fs,0,
186,0000000052024090920250627,0003217972024090920250627,Centa,0,SHAPE00295
71,0000000072024090920250627,0003206022024090920250627,Tione. Autostazione,0,SHAPE00401
636,0000000022024090920250627,0003212502024090920250627,Campo Carlo Magno,0,SHAPE00053
691,0000000022024120120250627,0003264112024120120250627,Trento. Staz. Fs,1,
494,0000000072024090920250627,0003230282024090920250627,Trento. Autostazione,1,SHAPE01052
345,0000000042024090920250627,0003248812024090920250627,S.Michele,1,SHAPE02939
618,0000000022024090920250627,0003236282024090920250627,Sagron,0,SHAPE01001
102,0000000042024090920250627,0003238072024090920250627,Feltre. Staz. Fs,0,SHAPE00490
336,0000000022024090920250627,0003246302024090920250627,Peio,0,SHAPE00118
181,0000000092024090920250627,0003222272024090920250627,Aldeno,0,SHAPE01806
507,0000000062024090920250627,0003216862024090920250627,Ala. Staz. Fs.,0,SHAPE00266
71,0000004512024090920250627,0003202992024090920250627,Tione. Autostazione,0,SHAPE00401
695,0000000022024120120250627,0003263602024120120250627,Bassano Del Grappa. Staz. Fs,0,
352,0000000022024090920250627,0003252842024090920250627,Mezzana. Ftm,0,
71,0000000022024090920250627,0003202522024090920250627,Ponte Arche Autostazione,1,SHAPE00033
352,0000000022024090920250627,0003253072024090920250627,Male' Ferrovia,0,
423,0000000022024090920250627,0003255142024090920250627,Riva Del G. Autostazione,0,SHAPE00421
181,0000000042024090920250627,0003216162024090920250627,Garniga Terme,0,SHAPE00882
110,0000000022024090920250627,0003218392024090920250627,Trento. Autostazione,1,SHAPE01140
520,0000000042024090920250627,0003232662024090920250627,Levico Terme Autostazione,1,SHAPE01868
134,0000000012024090920250627,0003205442024090920250627,Trento. Autostazione,1,SHAPE00259
717,0000000072024093020241130,0003263962024093020241130,Trento. Staz. Fs,1,SHAPE00059
366,0000000062024090920250627,0003242812024090920250627,Cles. Autostazione,0,SHAPE03293
186,0000000072024090920250627,0003224412024090920250627,Trento. Autostazione,1,SHAPE00005
169,0000000022024090920250627,0003232332024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00071
717,0000000022024093020241130,0003263922024093020241130,Primolano. Staz. Fs,1,SHAPE00438
336,0000000822024090920250627,0003247052024090920250627,Peio,0,SHAPE01411
134,0000000072024090920250627,0003205682024090920250627,Riva Del G.Autostazione,0,SHAPE00149
171,0000000022024090920250627,0003202002024090920250627,Tiarno di Sopra,0,SHAPE00088
693,0000000072024090920250627,0003259202024090920250627,Trento. Staz. Fs,1,
638,0000000042024090920250627,0003260622024090920250627,Ora-Staz. Fs,1,SHAPE00063
169,0000005902024090920250627,0003226312024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01279
328,0000000062024090920250627,0003246752024090920250627,Pellizzano,1,SHAPE00099
120,0000000022024102120250627,0003265112024102120250627,Cavalese. Autostazione,0,SHAPE03445
368,0000000062024090920250627,0003243672024090920250627,Cles. Autostazione,1,SHAPE00086
175,0000004512024090920250627,0003207182024090920250627,Trento. Autostazione,1,SHAPE00112
717,0000000022024093020241130,0003263862024093020241130,Primolano. Staz. Fs,1,SHAPE00438
520,0000000022024090920250627,0003229282024090920250627,Levico Terme Autostazione,1,SHAPE00329
203,0000000052024090920250627,0003215372024090920250627,Rovereto. Via Manzoni,1,SHAPE01758
326,0000000042024090920250627,0003245932024090920250627,Male',1,SHAPE00456
1,0000000072024090920250627,0003193472024090920250627,Penia. Str. Pian Trevisan,0,SHAPE01318
198,0000000022024090920250627,0003218492024090920250627,Serrada. Via Pasubio,1,SHAPE01045
120,0000000022024090920250627,0003194422024090920250627,Cavalese. Autostazione,0,SHAPE00603
332,0000000062024090920250627,0003250802024090920250627,Vermiglio. Nord,0,SHAPE00473
352,0000000072024090920250627,0003253202024090920250627,Male' Ferrovia,0,
366,0000000062024102120250627,0003264802024102120250627,Cles. Autostazione,0,SHAPE00154
69,0000000022024090920250627,0003228112024090920250627,Trento. Autostazione,1,SHAPE00776
326,0000006212024120820250316,0003245362024120820250316,M.Campiglio.Pietra Gr.,0,SHAPE00041
198,0000006272024090920250627,0003225822024090920250627,Zoreri-Soldati,0,SHAPE00030
177,0000006362024090920250627,0003231102024090920250627,Hacleri,0,SHAPE00058
76,0000000022024090920250627,0003203232024090920250627,Sardagna-Rotatoria,0,SHAPE00250
687,0000006272024090920250627,0003210072024090920250627,Vezzano. Apt,0,SHAPE01899
90,0000000042024090920250627,0003227292024090920250627,Levico Terme Autostazione,1,SHAPE00665
580,0000000022024090920250627,0003225122024090920250627,Ala. Staz. Fs.,1,SHAPE01250
316,0000004512024090920250627,0003191762024090920250627,Falcade,0,SHAPE00084
78,0000000822024090920250627,0003204562024090920250627,Vezzano. Apt,1,SHAPE00761
366,0000000042024090920250627,0003252622024090920250627,Cles. Autostazione,0,SHAPE00443
175,0000000072024090920250627,0003206062024090920250627,Vezzano. Apt,1,SHAPE00533
157,0000000062024090920250627,0003210782024090920250627,Baitoni,0,SHAPE01568
102,0000000302024090920250627,0003237222024090920250627,Arten,1,SHAPE02578
215,0000000022024090920250627,0003215472024090920250627,Rovereto. Via Manzoni,1,SHAPE00061
520,0000000022024090920250627,0003228582024090920250627,Trento. Staz. Fs,1,SHAPE02924
717,0000000022024093020241130,0003263292024093020241130,Bassano Del Grappa,0,SHAPE00747
634,0000000072024090920250627,0003220732024090920250627,Bolognano,0,SHAPE00354
326,0000000042024090920250627,0003245582024090920250627,Belvedere,0,SHAPE00281
169,0000000412024090920250627,0003226412024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE00187
153,0000000072024103120250627,0003265482024103120250627,Ponte Arche Autostazione,0,SHAPE00714
695,0000000022024093020241130,0003263392024093020241130,Primolano. Staz. Fs,0,
378,0000000062024090920250627,0003242122024090920250627,Cis,0,SHAPE00060
1,0000000022024090920250627,0003195912024090920250627,Cavalese. Autostazione,1,SHAPE02313
640,0000000042024090920250627,0003234372024090920250627,Pergine V. Intermodale,1,SHAPE00411
67,0000000022024090920250627,0003191962024090920250627,Cela-Aguai-Paese,0,SHAPE00494
638,0000000072024090920250627,0003260602024090920250627,Ora-Staz. Fs,1,SHAPE00063
352,0000000022024090920250627,0003253032024090920250627,Male' Ferrovia,0,
186,0000000052024090920250627,0003221972024090920250627,Luserna,0,SHAPE01970
364,0000000052024090920250627,0003241812024090920250627,Cles. Autostazione,1,SHAPE00278
181,0000000042024090920250627,0003215832024090920250627,Trento. Autostazione,1,SHAPE00509
179,0000000062024090920250627,0003231072024090920250627,Battisti,0,SHAPE00146
220,0000000092024090920250627,0003214522024090920250627,Rovereto. Via Manzoni,1,SHAPE00068
375,0000000822024090920250627,0003245632024090920250627,Cles. Piazza Fiera,1,SHAPE03405
110,0000000042024090920250627,0003219142024090920250627,Trento. Autostazione,1,SHAPE01140
171,0000000062024090920250627,0003208972024090920250627,Tiarno di Sopra,1,SHAPE02067
366,0000000062024102120250627,0003264722024102120250627,Mezzocorona-Staz.Fs,1,SHAPE00010
186,0000000022024090920250627,0003218072024090920250627,Trento. Autostazione,1,SHAPE00005
3,0000006782024090920250627,0003195012024090920250627,Capriana,1,SHAPE00627
102,0000000072024090920250627,0003238032024090920250627,Busarel,0,SHAPE02452
503,0000006462024090920250627,0003216232024090920250627,Sabbionara,0,SHAPE01586
196,0000000022024090920250627,0003213762024090920250627,Folgaria. Via Battisti,1,SHAPE03222
73,0000000052024090920250627,0003201992024090920250627,Tione. Autostazione,1,SHAPE00525
1,0000000022024090920250627,0003192652024090920250627,Penia. Str. Pian Trevisan,0,SHAPE00758
186,0000004512024090920250627,0003224192024090920250627,Trento. Autostazione,1,SHAPE00005
3,0000000052024091020250627,0003262662024091020250627,Trento. Autostazione,1,SHAPE01486
366,0000000072024090920250627,0003252492024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00101
640,0000000022024090920250627,0003234402024090920250627,Pergine V. Intermodale,1,SHAPE00189
345,0000006232024120820250316,0003241062024120820250316,Mezzolombardo,1,SHAPE00283
636,0000004512024090920250627,0003206532024090920250627,Tione. Autostazione,1,SHAPE00406
636,0000000072024090920250627,0003213142024090920250627,Tione. Autostazione,1,SHAPE00460
98,0000000052024090920250627,0003233102024090920250627,Borgo Valsugana-C.Intermodale,1,SHAPE01120
401,0000000062024090920250627,0003248992024090920250627,Tres,0,SHAPE00241
157,0000000022024090920250627,0003204412024090920250627,Tione. Autostazione,1,SHAPE00847
7,0000000022024090920250627,0003191862024090920250627,Pradel,1,SHAPE00513
562,0000000062024090920250627,0003234222024090920250627,Pergine V. Intermodale,1,SHAPE00327
110,0000004512024090920250627,0003216512024090920250627,Trento. Autostazione,1,SHAPE00065
324,0000000022024090920250627,0003245282024090920250627,Male',1,SHAPE00067
636,0000000022024090920250627,0003212782024090920250627,Tione. Autostazione,1,SHAPE00460
691,0000000072024120120250627,0003263732024120120250627,Bassano Del Grappa. Staz. Fs,0,
196,0000000052024090920250627,0003221772024090920250627,Guardia di Folgaria,0,SHAPE01107
186,0000000052024090920250627,0003223272024090920250627,Trento. Autostazione,1,SHAPE00887
120,0000000822024102120250627,0003265152024102120250627,Trento. Autostazione,1,SHAPE00248
368,0000000092024090920250627,0003243632024090920250627,Cles. Autostazione,1,SHAPE00086
634,0000000022024090920250627,0003218442024090920250627,Riva Del G.Autostazione,1,SHAPE00357
186,0000000022024090920250627,0003224272024090920250627,Trento. Autostazione,1,SHAPE00005
503,0000000022024090920250627,0003221002024090920250627,Trento. Autostazione,0,SHAPE03065
220,0000005902024090920250627,0003214552024090920250627,Rovereto. Via Manzoni,1,SHAPE00068
357,0000000022024090920250627,0003248692024090920250627,Lanza di Rumo,0,SHAPE00363
330,0000000052024090920250627,0003245972024090920250627,Male',1,SHAPE00027
604,0000000092024090920250627,0003193432024090920250627,Cavalese. Autostazione,1,SHAPE00436
177,0000000052024090920250627,0003227532024090920250627,Kamauz,0,SHAPE01129
233,0000005902024090920250627,0003219392024090920250627,Brentonico,1,SHAPE00045
364,0000000072024090920250627,0003242002024090920250627,Cles. Autostazione,1,SHAPE00517
220,0000000042024090920250627,0003221302024090920250627,Ronzo Chienis,0,SHAPE00474
397,0000000052024090920250627,0003243812024090920250627,Cles. Autostazione,1,SHAPE01986
73,0000000412024090920250627,0003205702024090920250627,Montagne. Binio,0,SHAPE03097
336,0000000062024090920250627,0003247042024090920250627,Peio,0,SHAPE03351
231,0000000052024090920250627,0003213812024090920250627,Saccone,0,SHAPE00619
177,0000000062024090920250627,0003233332024090920250627,Maso Tingherla,0,SHAPE00588
397,0000000062024102120250627,0003264842024102120250627,Portolo,0,SHAPE02446
186,0000000042024090920250627,0003218282024090920250627,Luserna,0,SHAPE03469
336,0000000042024090920250627,0003244882024090920250627,Peio,0,SHAPE00275
120,0000000012024090920250627,0003194232024090920250627,Trento. Autostazione,1,SHAPE00350
638,0000000072024090920250627,0003260562024090920250627,Ora-Staz. Fs,1,SHAPE00063
181,0000000022024090920250627,0003215722024090920250627,Trento. Autostazione,1,SHAPE00289
60,0000000062024090920250627,0003199862024090920250627,Capriana,0,SHAPE02479
520,0000000302024090920250627,0003237982024090920250627,Trento. Autostazione,1,SHAPE01858
71,0000000022024090920250627,0003209282024090920250627,Tione. Autostazione,0,SHAPE00587
1,0000000302024090920250627,0003192622024090920250627,Trento. Autostazione,1,SHAPE02419
138,0000000022024090920250627,0003232222024090920250627,Faida,0,SHAPE00208
334,0000006232024120820250316,0003246182024120820250316,Male',1,SHAPE00245
80,0000000042024090920250627,0003208932024090920250627,Sopramonte,1,SHAPE00635
181,0000000022024090920250627,0003221112024090920250627,Trento. Autostazione,1,SHAPE01574
352,0000000022024090920250627,0003253362024090920250627,Mezzolombardo Ferrovia,0,
200,0000000092024090920250627,0003214302024090920250627,Rovereto. Via Paoli,1,SHAPE00457
231,0000000092024090920250627,0003219492024090920250627,Rovereto. Via Manzoni,1,SHAPE03125
332,0000006222024120820250316,0003246412024120820250316,Mezzana. Staz Ftm,1,SHAPE00182
157,0000005902024090920250627,0003210762024090920250627,Baitoni,0,SHAPE00021
717,0000000022024090920250627,0003225882024090920250627,Trento. Staz. Fs,1,SHAPE00059
198,0000000022024090920250627,0003218612024090920250627,Serrada. Via Pasubio,1,SHAPE01045
336,0000006212024120820250316,0003246422024120820250316,Fucine,1,SHAPE00018
90,0000000092024090920250627,0003227312024090920250627,Levico Terme Autostazione,1,SHAPE01513
233,0000000062024090920250627,0003220122024090920250627,Brentonico. Via Calzolari,1,SHAPE02366
520,0000000022024090920250627,0003230152024090920250627,Pergine V. V.Le Venezia,0,SHAPE00168
73,0000000052024090920250627,0003201972024090920250627,Tione. Autostazione,1,SHAPE02091
78,0000000052024090920250627,0003205122024090920250627,Margone,0,SHAPE03444
181,0000000072024090920250627,0003221122024090920250627,Trento. Autostazione,1,SHAPE01046
634,0000000022024090920250627,0003225232024090920250627,Bolognano,0,SHAPE00124
695,0000000022024093020241130,0003264142024093020241130,Trento. Staz. Fs,1,
203,0000000052024090920250627,0003219102024090920250627,Ometto,0,SHAPE02475
366,0000000822024102120250627,0003264762024102120250627,Cles. Autostazione,0,SHAPE00154
215,0000000022024090920250627,0003215512024090920250627,Rovereto. Via Manzoni,1,SHAPE00061
395,0000000052024090920250627,0003248202024090920250627,Toss,0,SHAPE01647
110,0000000042024090920250627,0003216272024090920250627,Trento. Autostazione,1,SHAPE00065
138,0000000042024090920250627,0003230852024090920250627,Montagnaga,0,SHAPE02640
326,0000006202024120820250316,0003245452024120820250316,Belvedere,0,SHAPE00281
366,0000000072024090920250627,0003252382024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00101
368,0000000822024090920250627,0003243562024090920250627,Cles. Piazza Fiera,1,SHAPE00119
636,0000000302024090920250627,0003212612024090920250627,Tione. Autostazione,1,SHAPE00406
181,0000000052024090920250627,0003221732024090920250627,Vigile,0,SHAPE01965
352,0000000022024090920250627,0003252962024090920250627,Trento Ftm,1,
71,0000000072024090920250627,0003202682024090920250627,Trento. Autostazione,1,SHAPE00080
134,0000000062024090920250627,0003207702024090920250627,Riva Del G. Viale Martiri,0,SHAPE01370
375,0000000022024090920250627,0003241442024090920250627,Fondo. Via Garibaldi,0,SHAPE01115
640,0000000022024090920250627,0003234442024090920250627,Via S.Pietro 82-Villa Rosa,0,SHAPE00207
717,0000000022024093020241130,0003264042024093020241130,Borgo Valsugana-C.Intermodale,1,SHAPE02376
520,0000000022024090920250627,0003257922024090920250627,Borgo Valsugana-C.Intermodale,0,SHAPE02689
231,0000004512024090920250627,0003219652024090920250627,Mori. Bar Centrale,1,SHAPE03363
522,0000000022024090920250627,0003235372024090920250627,Castello Tesino,0,SHAPE00468
134,0000000022024090920250627,0003206572024090920250627,Trento. Autostazione,1,SHAPE00851
157,0000000042024090920250627,0003211072024090920250627,Tione. Autostazione,1,SHAPE00847
378,0000000062024090920250627,0003242172024090920250627,Cles. Autostazione,1,SHAPE00311
336,0000000052024090920250627,0003246882024090920250627,Male',1,SHAPE00462
229,0000000022024090920250627,0003205032024090920250627,Margone,0,SHAPE00330
354,0000000052024090920250627,0003244012024090920250627,Mechel,0,SHAPE00013
157,0000000042024090920250627,0003204452024090920250627,Baitoni,0,SHAPE00021
134,0000000022024090920250627,0003208162024090920250627,Sarche. Centro Comm.,1,SHAPE00591
71,0000000072024090920250627,0003207452024090920250627,Trento. Autostazione,1,SHAPE00080
345,0000000022024090920250627,0003240282024090920250627,Molveno,0,SHAPE00017
494,0000004512024090920250627,0003228062024090920250627,Pergine V. Intermodale,1,SHAPE02830
203,0000000092024090920250627,0003215362024090920250627,Rovereto. Via Manzoni,1,SHAPE00120
687,0000006272024090920250627,0003209972024090920250627,Terlago,1,SHAPE00561
134,0000004512024090920250627,0003206322024090920250627,Riva Del G. Viale Martiri,0,SHAPE01640
7,0000000022024090920250627,0003191822024090920250627,Casatta Valfloriana,1,SHAPE02592
562,0000000022024090920250627,0003234262024090920250627,S.Caterina di Pergine,0,SHAPE00647
179,0000000052024090920250627,0003230982024090920250627,Battisti,0,SHAPE00146
90,0000000822024090920250627,0003231482024090920250627,Loc. Lochere,0,SHAPE00042
562,0000000042024090920250627,0003230752024090920250627,Susa',0,SHAPE00496
181,0000000052024090920250627,0003215892024090920250627,Aldeno,0,SHAPE00057
634,0000000072024090920250627,0003225352024090920250627,Bolognano,0,SHAPE00354
71,0000000022024090920250627,0003202742024090920250627,Campo Carlo Magno,0,SHAPE00339
634,0000000022024090920250627,0003217232024090920250627,Trento. Autostazione,1,SHAPE01749
76,0000000022024090920250627,0003203122024090920250627,Sardagna-Rotatoria,0,SHAPE00250
371,0000000052024090920250627,0003242582024090920250627,Tret. Nord,0,SHAPE02995
120,0000000062024090920250627,0003195292024090920250627,Trento. Autostazione,1,SHAPE02358
507,0000000022024090920250627,0003216792024090920250627,Avio. Via M.Baldo,0,SHAPE01747
110,0000000052024090920250627,0003216302024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
134,0000000022024090920250627,0003205692024090920250627,Riva Del G.Autostazione,0,SHAPE00149
69,0000000072024090920250627,0003227882024090920250627,Trento. Autostazione,1,SHAPE00776
116,0000000062024090920250627,0003238212024090920250627,Fiera di Primiero,1,SHAPE03464
188,0000000022024090920250627,0003229732024090920250627,Levico T. Via Avancini,0,SHAPE00448
345,0000000052024090920250627,0003240342024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00558
138,0000000022024090920250627,0003232152024090920250627,Baselga. Municipio,1,SHAPE00809
177,0000000022024090920250627,0003227572024090920250627,Maso Tingherla,0,SHAPE01054
324,0000000022024090920250627,0003245302024090920250627,Male',1,SHAPE00917
155,0000000052024090920250627,0003205742024090920250627,Fiave',0,SHAPE03414
175,0000000052024090920250627,0003204502024090920250627,Riva Del G.Autostazione,0,SHAPE01698
102,0000000072024090920250627,0003236732024090920250627,Feltre. Staz. Fs,0,SHAPE00490
352,0000000072024090920250627,0003253182024090920250627,Mezzana. Ftm,0,
157,0000000022024090920250627,0003203622024090920250627,Tione. Autostazione,1,SHAPE00847
116,0000000052024090920250627,0003238652024090920250627,Fiera di Primiero,1,SHAPE00728
175,0000005902024090920250627,0003204202024090920250627,Trento. Autostazione,1,SHAPE03143
1,0000000012024090920250627,0003193382024090920250627,Cavalese. Autostazione,1,SHAPE00812
638,0000000072024090920250627,0003260522024090920250627,Ora-Staz. Fs,1,SHAPE00063
181,0000000022024090920250627,0003215762024090920250627,Trento. Autostazione,1,SHAPE01231
300,0000000022024090920250627,0003199822024090920250627,Cirè,1,SHAPE01011
175,0000000042024090920250627,0003206192024090920250627,Drena,0,SHAPE00716
634,0000000022024090920250627,0003220052024090920250627,Trento. Autostazione,1,SHAPE00090
120,0000000062024090920250627,0003196652024090920250627,Casatta Valfloriana,0,SHAPE00601
520,0000000022024090920250627,0003228292024090920250627,Trento. Ospedale S.Camillo,1,SHAPE00508
693,0000000022024090920250627,0003259502024090920250627,Borgo Valsugana-C.Intermodale,0,
1,0000000022024090920250627,0003193552024090920250627,Cavalese. Autostazione,1,SHAPE00812
102,0000000012024090920250627,0003236442024090920250627,S.Martino di Castrozza,1,SHAPE00612
71,0000000042024090920250627,0003207532024090920250627,Trento. Autostazione,1,SHAPE00080
423,0000000822024090920250627,0003255112024090920250627,Riva Del G. Autostazione,0,SHAPE01218
695,0000000022024093020241130,0003264342024093020241130,Trento. Staz. Fs,1,
161,0000000062024090920250627,0003209002024090920250627,Sclemo,0,SHAPE01570
179,0000000092024090920250627,0003233762024090920250627,Battisti,0,SHAPE00146
134,0000000022024090920250627,0003205412024090920250627,Trento. Autostazione,1,SHAPE00259
713,0000000022024090920250627,0003253322024090920250627,Trento Ftm,1,SHAPE01463
110,0000000042024090920250627,0003217512024090920250627,Rovereto. Via Manzoni,0,SHAPE00040
636,0000000022024090920250627,0003206452024090920250627,Tione. Autostazione,1,SHAPE00406
332,0000000072024090920250627,0003244902024090920250627,Vermiglio. Nord,0,SHAPE01415
151,0000000022024090920250627,0003197862024090920250627,Civezzano,1,SHAPE01624
494,0000004512024090920250627,0003227682024090920250627,Brusago,0,SHAPE00673
366,0000000072024090920250627,0003242862024090920250627,Mezzocorona-Staz.Fs,1,SHAPE00010
1,0000000022024090920250627,0003193182024090920250627,Penia. Str. Pian Trevisan,0,SHAPE01318
90,0000000412024090920250627,0003227352024090920250627,Levico Terme Autostazione,1,SHAPE01855
55,0000000012024091120250627,0003262882024091120250627,Penia. Str. Pian Trevisan,0,SHAPE01344
691,0000000022024093020241130,0003264242024093020241130,Trento. Staz. Fs,1,
695,0000000072024093020241130,0003264302024093020241130,Trento. Staz. Fs,1,
672,0000000022024090920250627,0003209842024090920250627,Riva Del G.Autostazione,1,SHAPE02874
186,0000000022024090920250627,0003218302024090920250627,Trento. Autostazione,1,SHAPE02082
3,0000000052024090920250627,0003194792024090920250627,Cavalese. Autostazione,0,SHAPE01460
184,0000000022024090920250627,0003227192024090920250627,Torcegno,0,SHAPE00630
71,0000000042024090920250627,0003203002024090920250627,Tione. Autostazione,0,SHAPE00401
520,0000000042024090920250627,0003229182024090920250627,Trento. Autostazione,1,SHAPE02360
215,0000000042024090920250627,0003215552024090920250627,Pozzacchio,0,SHAPE00416
336,0000000022024090920250627,0003246722024090920250627,Fucine,1,SHAPE00018
494,0000000022024090920250627,0003232202024090920250627,Trento. Autostazione,1,SHAPE00316
157,0000000022024090920250627,0003210852024090920250627,Baitoni,0,SHAPE02760
69,0000000042024090920250627,0003228052024090920250627,Baselga. Municipio,1,SHAPE00754
375,0000000022024090920250627,0003242342024090920250627,Fondo. Via Garibaldi,0,SHAPE03187
507,0000000052024090920250627,0003220882024090920250627,Masi D'avio,0,SHAPE00478
717,0000000022024090920250627,0003225902024090920250627,Bassano Del Grappa,0,SHAPE02852
200,0000000022024090920250627,0003214082024090920250627,Ala. Staz. Fs.,0,SHAPE00403
352,0000000022024090920250627,0003252922024090920250627,Trento Ftm,1,
352,0000000022024090920250627,0003253252024090920250627,Mezzana. Ftm,0,
